Stock Quotes for MON,,,,,,
Date,Open,High,Low,Close,Volume,Adj Close
2013-09-18,104.48,107.59,104.29,107.28,3207400,105.67
2013-09-19,107.23,107.73,106.5,106.87,1654100,105.27
2013-09-20,107.13,107.38,105.84,106.05,2675300,104.46
2013-09-23,105.61,106.43,105.5,105.6,1637600,104.02
2013-09-24,105.86,106.4,105.32,105.41,1548200,103.83
2013-09-25,105.24,106,105.03,105.29,1854300,103.71
2013-09-26,105.74,106.18,105.05,106.14,1766500,104.55
2013-09-27,105.74,106.46,105.45,105.61,1892100,104.02
2013-09-30,104.59,105.2,104.04,104.37,2439600,102.8
2013-10-01,104.25,105.48,103,105.48,2553400,103.9
2013-10-02,102.66,104.7,101.78,104.04,5527600,102.9
2013-10-03,103.47,105.49,103.45,105.27,4502700,104.11
2013-10-04,105.2,106.18,104.62,105.63,3079100,104.47
2013-10-07,104.82,106.19,104.65,104.67,2069200,103.52
2013-10-08,104.46,104.62,103.12,103.21,3519800,102.08
2013-10-09,103.62,104.57,103.23,103.55,3453000,102.41
2013-10-10,104.5,105.47,104.2,105.18,2767300,104.03
2013-10-11,104.74,106.62,104.69,106.58,3353600,105.41
2013-10-14,105.97,107.09,105.85,106.71,1762100,105.54
2013-10-15,106.02,106.12,104.78,104.91,1735200,103.76
2013-10-16,105.41,106.37,104.75,105.34,2323100,104.18
2013-10-17,105.12,106.16,105.1,105.6,2888800,104.44
2013-10-18,105.81,106.32,105.27,105.74,3859000,104.58
2013-10-21,105.8,106.07,105.32,106.05,2827000,104.89
2013-10-22,106.39,107.95,105.81,107.48,2468400,106.3
2013-10-23,107.46,108.13,106.72,107.62,2048200,106.44
2013-10-24,107.36,107.68,106.11,107.31,1843300,106.13
2013-10-25,107.15,108.1,106.57,108,2279600,106.81
2013-10-28,108.16,108.81,107.77,108.2,1579400,107.01
2013-10-29,107.97,108.3,106.47,106.62,2107600,105.45
2013-10-30,106.6,107,105.14,105.95,2496800,104.79
2013-10-31,105.95,106.61,104.88,104.88,2290700,103.73
2013-11-01,105.04,105.39,104.33,105.15,2302800,104
2013-11-04,105.32,105.37,103.49,103.64,3533400,102.5
2013-11-05,103.5,103.75,102.88,103.22,3627200,102.09
2013-11-06,103.48,104.33,103.07,104.27,3064300,103.13
2013-11-07,104.62,105.11,103.92,104,3767500,102.86
2013-11-08,104.01,107.4,103.76,107.22,4429600,106.04
2013-11-11,107.38,107.54,106.42,106.5,2397800,105.33
2013-11-12,106.02,108.93,106.02,108.51,4219400,107.32
2013-11-13,107.84,109.99,107.72,109.99,3437600,108.78
2013-11-14,109.85,110.87,109.42,110.46,2709900,109.25
2013-11-15,110.23,111.31,110.22,111.06,3136500,109.84
2013-11-18,111.06,111.58,110.42,110.75,2715200,109.53
2013-11-19,110.4,110.7,109.58,110.44,2290800,109.23
2013-11-20,109.98,110.92,109,109.9,3097500,108.69
2013-11-21,110.63,112.01,109.92,111.91,3003200,110.68
2013-11-22,111.8,114.08,111.5,113.86,3589900,112.61
2013-11-25,113.54,114.25,113.13,113.42,2431700,112.18
2013-11-26,113.5,113.94,112.44,113.91,2575000,112.66
2013-11-27,113.83,114.32,113.31,113.89,1325100,112.64
2013-11-29,114.24,114.5,113.09,113.33,843400,112.09
2013-12-02,113.73,114.56,113.15,113.29,1977800,112.05
2013-12-03,112.8,112.9,111.11,111.58,2124000,110.36
2013-12-04,111.65,112.85,110.91,112.1,1745000,110.87
2013-12-05,111.97,112,110.43,110.97,2367300,109.75
2013-12-06,112.01,112.62,110.71,111.75,1483400,110.52
2013-12-09,111.75,112.07,111.44,111.65,1538000,110.42
2013-12-10,111.27,112.54,110.76,111.75,1974600,110.52
2013-12-11,110.9,112.44,110.44,110.67,2182900,109.46
2013-12-12,110.39,111.31,110.04,110.26,1983900,109.05
2013-12-13,111.23,111.45,110.08,110.66,2114400,109.45
2013-12-16,110.95,111.99,110.83,110.96,1725000,109.74
2013-12-17,111.04,112.43,111.04,112.4,2434900,111.17
2013-12-18,112.77,113.81,111.34,113.78,2588200,112.53
2013-12-19,113.47,114.09,113.05,113.81,1859900,112.56
2013-12-20,114.2,114.83,113.23,113.73,4114500,112.48
2013-12-23,114.2,114.79,113.61,114.56,1496200,113.3
2013-12-24,114.52,114.95,114.11,114.93,615000,113.67
2013-12-26,114.76,115.7,113.55,115.31,1112700,114.04
2013-12-27,115.28,115.71,115.1,115.39,885600,114.12
2013-12-30,115.65,116.48,115.17,115.8,1041600,114.53
2013-12-31,115.86,116.8,115.55,116.55,1344500,115.27
2014-01-02,116.12,117.5,115.97,116.31,2677100,115.03
2014-01-03,115.98,116.8,115.03,116.35,1698900,115.07
2014-01-06,116.82,117.43,115.37,115.68,2210800,114.41
2014-01-07,115.05,115.05,112.78,113.24,5645600,112
2014-01-08,114.14,116.81,113.61,115.23,5640800,114.4
2014-01-09,115.08,115.3,111.02,111.89,4279300,111.08
2014-01-10,112.42,113.42,111.76,113.06,3301600,112.25
2014-01-13,112.61,113.19,111.29,111.4,2076100,110.6
2014-01-14,111.84,112.92,111.46,112.59,2418800,111.78
2014-01-15,112.66,113.72,112.56,113,2459700,112.19
2014-01-16,112.78,112.98,112.37,112.68,1396900,111.87
2014-01-17,112.91,113.11,112.07,113.11,2161600,112.29
2014-01-21,113.48,114.37,113.07,113.5,2997500,112.68
2014-01-22,113.29,113.46,110.18,110.81,3090300,110.01
2014-01-23,110.1,110.17,107.61,108.83,3670600,108.05
2014-01-24,107.72,109.09,107.6,107.94,3646100,107.16
2014-01-27,107.84,108.71,107.58,107.58,2612600,106.8
2014-01-28,107.89,108.5,107.44,108.02,2292100,107.24
2014-01-29,108.55,108.55,106.31,106.98,3472500,106.21
2014-01-30,107.3,107.58,106.06,107.25,3050800,106.48
2014-01-31,106.29,107.03,105.72,106.55,3093000,105.78
2014-02-03,106.68,107.35,104.08,104.63,3599000,103.88
2014-02-04,105,106.84,104.86,106.65,2853300,105.88
2014-02-05,106.28,107.46,104.63,107.15,3108500,106.38
2014-02-06,107.11,108.38,106.88,108.28,2013200,107.5
2014-02-07,108.18,110.84,108.06,110.75,3005700,109.95
2014-02-10,110.55,111.75,110.05,111.33,3416700,110.53
2014-02-11,111.41,111.95,110.64,111.27,3322500,110.47
2014-02-12,110.88,111.19,109.34,109.42,3061000,108.63
2014-02-13,109.26,110.92,108.76,109.88,2749800,109.09
2014-02-14,109.74,110.25,109.28,109.49,3070800,108.7
2014-02-18,108.36,110.2,108.36,110.01,2212700,109.22
2014-02-19,110.62,110.62,109.2,109.2,3611100,108.41
2014-02-20,109.6,110.82,109.17,110.7,3039300,109.9
2014-02-21,110.56,112.95,110.53,112.45,3389600,111.64
2014-02-24,112.11,112.33,108.88,108.97,4251500,108.18
2014-02-25,109.09,109.8,108.57,108.71,2360700,107.93
2014-02-26,109.05,109.25,107.96,109.01,2568700,108.22
2014-02-27,108.75,109.63,108.54,108.88,2676200,108.1
2014-02-28,108.99,110.68,108.57,110.02,3173200,109.23
2014-03-03,109.33,112,109.24,111.13,3063000,110.33
2014-03-04,111.87,113.52,111.14,113.24,3070500,112.42
2014-03-05,112.79,113.35,112.23,112.91,3343300,112.1
2014-03-06,113.44,113.99,113.07,113.74,1685300,112.92
2014-03-07,113.86,114.62,113.35,114.08,2597400,113.26
2014-03-10,113.61,114,112.77,113.6,1925600,112.78
2014-03-11,113.22,113.41,111.85,111.85,2433200,111.04
2014-03-12,111.66,112.8,110.1,112.61,3567300,111.8
2014-03-13,112.99,114.05,111.7,111.95,3003200,111.14
2014-03-14,113.05,113.66,112.02,113.21,2477500,112.39
2014-03-17,113.65,114.81,113.59,113.91,1910900,113.09
2014-03-18,114,114.47,113.83,114.32,1598000,113.5
2014-03-19,114.11,114.29,112.1,112.87,1681600,112.06
2014-03-20,113,114.05,112.43,114,1912600,113.18
2014-03-21,114.83,115,112.84,113.28,4464800,112.46
2014-03-24,113.76,114.25,112.73,112.74,2473100,111.93
2014-03-25,113.09,114.16,112.85,113.16,2972700,112.34
2014-03-26,113.5,114.3,111.69,111.72,2155100,110.91
2014-03-27,111.72,112.25,110.7,110.8,2032100,110
2014-03-28,110.94,112.56,110.57,112.32,1380200,111.51
2014-03-31,113.07,113.93,111.78,113.77,1819500,112.95
2014-04-01,113.82,114.48,112.7,113.99,3193500,113.17
2014-04-02,113.96,116,111.63,114.42,5178100,114.03
2014-04-03,116.78,117.47,116,117.04,5158100,116.64
2014-04-04,117,117.4,113.86,114.28,4230300,113.89
2014-04-07,114.05,114.64,112.03,112.3,3328700,111.91
2014-04-08,112.46,113.36,111.69,112.9,3457000,112.51
2014-04-09,112.83,115.11,112.83,115.08,2799900,114.68
2014-04-10,114.82,114.95,112.34,112.54,2768000,112.15
2014-04-11,112.24,112.7,110.83,110.9,3720000,110.52
2014-04-14,111.65,111.86,109.73,110.29,3893900,109.91
2014-04-15,110.32,111.08,109.38,110.63,3730700,110.25
2014-04-16,111.23,113.19,110.85,112.52,4247900,112.13
2014-04-17,112.26,113.13,112.02,112.95,2872600,112.56
2014-04-21,112.73,113.06,112.26,112.73,2494600,112.34
2014-04-22,112.53,112.87,111.91,111.94,2537200,111.55
2014-04-23,111.84,112.41,111.84,112.13,2405100,111.74
2014-04-24,112.16,112.87,110.59,110.6,2829500,110.22
2014-04-25,110.57,111.12,109.4,109.67,3039100,109.29
2014-04-28,109.85,110.65,109.47,110.27,2406600,109.89
2014-04-29,110.57,111.57,110.26,110.46,2162300,110.08
2014-04-30,110.36,110.96,110.1,110.7,2149900,110.32
2014-05-01,110.42,110.7,109.67,110.24,2552200,109.86
